est,h,bias,rmse,mae,coverage,rej_rate,n,cell,N,T,rho,sig_lam,mode
FE,7,0.0955071740032075,0.1101264026234512,0.0977298879592248,0.1866666666666666,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
FE,8,0.1064624457357738,0.1217230639452845,0.1087186419250215,0.1533333333333333,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
FE,9,0.1162956761281088,0.1321035844966846,0.11858225719749,0.1355555555555555,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
FE,10,0.1257360429572671,0.1419558423351165,0.1280259396060063,0.1244444444444444,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
HPJ,0,-6.046507517815966e-06,0.0113551883921127,0.0089308988881673,0.4177777777777778,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
HPJ,1,0.0157396927793425,0.0218800188384745,0.0180240714576823,0.6444444444444445,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
HPJ,2,0.0309595613973438,0.0400447855304572,0.0336162340637292,0.4555555555555555,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
HPJ,3,0.0454615999017736,0.0574917955329095,0.0486820691784223,0.3533333333333333,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
HPJ,4,0.0590331311113381,0.0740406239237948,0.0629061091976927,0.2755555555555555,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
HPJ,5,0.0719641628991784,0.0893894744405578,0.0761449009681151,0.2511111111111111,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
HPJ,6,0.0842940484609148,0.103638337035114,0.0886101361579484,0.2222222222222222,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
HPJ,7,0.0956572634596281,0.1167348051827855,0.1002192860965222,0.2044444444444444,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
HPJ,8,0.1065949942280382,0.1285587630934943,0.1111328659629381,0.1733333333333333,0.9977777777777778,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
HPJ,9,0.1167462123498855,0.1394730863349841,0.1212883476181303,0.1577777777777777,0.9955555555555556,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
HPJ,10,0.1264205341190483,0.1495103468794049,0.13081285304567,0.1377777777777777,0.9955555555555556,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
SPJ,0,6.612074010309129e-05,0.0042600769593609,0.0034113083636669,0.9311111111111112,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
SPJ,1,-0.0020838299835165,0.0159970064778456,0.0122200252309954,0.9488888888888888,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
SPJ,2,-0.0029165995936972,0.0298020179780285,0.0230883653180284,0.8088888888888889,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
SPJ,3,-0.0028591835680197,0.042310036291094,0.0331693830326322,0.7155555555555555,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
SPJ,4,-0.0021086012053241,0.0541382499272159,0.0427585313256764,0.64,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
SPJ,5,-0.0005440836033201,0.0641853201694208,0.0512100229000576,0.5733333333333334,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
SPJ,6,0.001518200508135,0.0735437913380946,0.0590492094471025,0.5222222222222223,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
SPJ,7,0.0043030390764553,0.0820456928037728,0.0661226960433195,0.4777777777777778,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
SPJ,8,0.0075944719814116,0.0897763220939574,0.0729494079743593,0.4355555555555555,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
SPJ,9,0.0115133593629601,0.0968976856665149,0.0794970761821935,0.3955555555555555,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
SPJ,10,0.0161818143203887,0.1034923101085578,0.0856706486000161,0.3666666666666666,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
CDOLS,0,0.0031304426901617,0.0271705784200079,0.0221270221120451,0.9488888888888888,0.0511111111111111,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
CDOLS,1,0.0001561205628745,0.0110628594714474,0.0089501015496474,0.9311111111111112,0.0688888888888888,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
CDOLS,2,0.0009919269052812,0.0114053039994897,0.0090224236168079,0.94,0.06,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
CDOLS,3,0.0009304922777619,0.0111703569999777,0.0090568828721827,0.9444444444444444,0.0555555555555555,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
CDOLS,4,0.0010724453749725,0.0107489130214142,0.0085577121401378,0.9466666666666668,0.0533333333333333,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
CDOLS,5,-0.0003409795730159,0.0117561015175557,0.009504793897274,0.94,0.06,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
CDOLS,6,-0.0010096497209017,0.0112070608930779,0.0091684571561469,0.9533333333333334,0.0466666666666666,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
CDOLS,7,9.38477455930996e-05,0.0118711050146518,0.0093248998860189,0.9466666666666668,0.0533333333333333,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
CDOLS,8,0.0005491506297771,0.0117092169794002,0.0092776854726477,0.9355555555555556,0.0644444444444444,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
CDOLS,9,6.12001827615323e-05,0.0116366574502258,0.0093391100352311,0.9377777777777778,0.0622222222222222,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
CDOLS,10,0.0002947050449113,0.011997139806204,0.0094749311522504,0.9377777777777778,0.0622222222222222,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
DB,0,0.0001558741851556,0.0040094476422641,0.0032676117270358,0.8533333333333334,0.1466666666666666,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
DB,1,-0.0003307108526568,0.0032184153798485,0.0025820290612906,0.9311111111111112,0.0688888888888888,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
DB,2,-0.0002837898800543,0.003181913926848,0.0025951448176527,0.94,0.06,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
DB,3,-0.0003366376367945,0.0032587113776733,0.0026525326004637,0.9422222222222222,0.0577777777777777,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
DB,4,-0.0004342939746475,0.0033600380183051,0.0026835928684705,0.9355555555555556,0.0644444444444444,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
DB,5,-0.0005493935200038,0.0034607058512653,0.0028049861376638,0.9288888888888888,0.0711111111111111,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
DB,6,-0.000419252688991,0.0034290858734685,0.0027180214241764,0.9355555555555556,0.0644444444444444,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
DB,7,-0.0002011918409026,0.0034576979369313,0.002753806562283,0.9222222222222224,0.0777777777777777,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
DB,8,-0.0001813635226548,0.0035060278921415,0.0027611607973659,0.9133333333333332,0.0866666666666666,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
DB,9,-0.000179254412968,0.0034518510998335,0.0027277430586284,0.9266666666666666,0.0733333333333333,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
DB,10,-0.0001461421606068,0.0035143876257189,0.0027422175389133,0.9333333333333332,0.0666666666666666,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
FE,0,0.0001558741851556,0.0040094476422641,0.0032676117270358,0.8533333333333334,0.1466666666666666,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
FE,1,-0.0003333177296931,0.0031898187271966,0.0025586972267106,0.9355555555555556,0.0644444444444444,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
FE,2,-0.0002887501705681,0.0031298848277275,0.0025506983611907,0.9444444444444444,0.0555555555555555,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
FE,3,-0.0003437190279776,0.003187174289139,0.002593422420822,0.9466666666666668,0.0533333333333333,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
FE,4,-0.0004432835655805,0.0032859654807588,0.0026180228585321,0.9333333333333332,0.0666666666666666,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
FE,5,-0.0005600962254783,0.0033622560411356,0.0027173724553043,0.9311111111111112,0.0688888888888888,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
FE,6,-0.0004314897740413,0.0033293875605271,0.0026326101654541,0.94,0.06,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
FE,7,-0.0002147995750833,0.0033559021399105,0.0026683500845768,0.9311111111111112,0.0688888888888888,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
FE,8,-0.0001961919440255,0.0034003711725535,0.0027030807437302,0.9244444444444444,0.0755555555555555,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
FE,9,-0.0001951661925911,0.003341001585287,0.0026614097516138,0.9422222222222222,0.0577777777777777,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
FE,10,-0.0001630115591382,0.0033880276347415,0.0026610538106055,0.9444444444444444,0.0555555555555555,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
HPJ,0,-6.046507517795365e-06,0.0113551883921127,0.0089308988881674,0.4177777777777778,0.5822222222222222,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
HPJ,1,-6.294550416583445e-05,0.0083693722501103,0.0064807161169968,0.5511111111111111,0.4488888888888889,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
HPJ,2,-0.0001595818616811,0.0084361728091387,0.0065199520924331,0.5444444444444444,0.4555555555555555,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
HPJ,3,-0.0001072102568593,0.0087002999057209,0.0066904622360384,0.5444444444444444,0.4555555555555555,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
HPJ,4,-0.0003833344790083,0.0087364280184662,0.0067191439128315,0.5444444444444444,0.4555555555555555,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
HPJ,5,-0.0004342777897961,0.0086762015240575,0.0066906026256288,0.5533333333333333,0.4466666666666666,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
HPJ,6,-0.0003625849479025,0.0087967505519004,0.0069268689889423,0.5222222222222223,0.4777777777777778,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
HPJ,7,-0.0004173180811384,0.0089646771339688,0.0070334091596813,0.5288888888888889,0.4711111111111111,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
HPJ,8,-0.000523148603092,0.0089046689623817,0.0069928574854773,0.5266666666666666,0.4733333333333333,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
HPJ,9,-0.0001283683815155,0.0090970409835211,0.0070997343606653,0.5466666666666666,0.4533333333333333,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
HPJ,10,2.1564010961684043e-05,0.0089884694250019,0.0070423015892002,0.5466666666666666,0.4533333333333333,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
SPJ,0,6.612074010309819e-05,0.0042600769593609,0.0034113083636669,0.9311111111111112,0.0688888888888888,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
SPJ,1,-0.0002702598194895,0.0038652708640409,0.0030998961772248,0.9533333333333334,0.0466666666666666,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
SPJ,2,-0.0002399909164321,0.0038723508461644,0.0031324552641553,0.96,0.04,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
SPJ,3,-0.0002450171275375,0.0039310000799181,0.0031957327704441,0.9533333333333334,0.0466666666666666,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
SPJ,4,-0.000318203848843,0.0039970377977412,0.0032597723848864,0.9577777777777776,0.0422222222222222,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
SPJ,5,-0.0003600861854784,0.0040593548536981,0.0032652265734161,0.96,0.04,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
SPJ,6,-0.0003035015473916,0.0040404381198488,0.0032226916416462,0.9555555555555556,0.0444444444444444,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
SPJ,7,-0.0001710413926858,0.0040957383419596,0.0032588168823011,0.9577777777777776,0.0422222222222222,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
SPJ,8,-0.0001879953452034,0.0041544325710178,0.0033419344824757,0.9644444444444444,0.0355555555555555,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
SPJ,9,-0.0001552191725288,0.0041973301858259,0.0033436953966862,0.9688888888888888,0.0311111111111111,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
SPJ,10,-0.0001113610988412,0.0042714505438343,0.0033773889882169,0.9711111111111111,0.0288888888888888,450,power_null_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,null
